,team1,date,matchday,stadium,result,goals,team2,total_shots,shots_on_target,goals_on_penalty,total_penalties,completed_passings,total_passings,corners,percentage_possession,fouls,yellow_cards,red_cards
1,Fiorentina,2022-08-21,Giornata n. 2,Ospiti,N,0.0,Empoli,19.0,2.0,0,0,458.0,541.0,9.0,63.0,13.0,3,0
1,Atalanta,2022-08-21,Giornata n. 2,Casa,N,1.0,Milan,11.0,2.0,0,0,306.0,395.0,4.0,41.0,21.0,4,0
1,Hellas Verona,2022-08-21,Giornata n. 2,Ospiti,N,1.0,Bologna,19.0,3.0,0,0,244.0,362.0,8.0,48.0,15.0,3,0
1,Napoli,2022-08-21,Giornata n. 2,Casa,V,4.0,Monza,22.0,5.0,0,0,468.0,531.0,10.0,54.0,11.0,2,0
1,Milan,2022-08-21,Giornata n. 2,Ospiti,N,1.0,Atalanta,18.0,6.0,0,0,487.0,571.0,6.0,59.0,7.0,3,0
1,Juventus,2022-08-22,Giornata n. 2,Ospiti,N,0.0,Sampdoria,10.0,4.0,0,0,403.0,470.0,4.0,52.0,14.0,2,0
1,Sampdoria,2022-08-22,Giornata n. 2,Casa,N,0,Juventus,10.0,1.0,0,0,363.0,433.0,3.0,48.0,10.0,3,0
1,Roma,2022-08-22,Giornata n. 2,Casa,V,1.0,Cremonese,27.0,11.0,0,0,337.0,423.0,5.0,49.0,8.0,0,0
1,Cremonese,2022-08-22,Giornata n. 2,Ospiti,P,0.0,Roma,14.0,3.0,0,0,346.0,442.0,6.0,51.0,14.0,3,0
2,Inter,2022-08-26,Giornata n. 3,Ospiti,P,1.0,Lazio,19.0,7.0,0,0,515.0,584.0,4.0,53.0,13.0,1,0
2,Monza,2022-08-26,Giornata n. 3,Casa,P,1.0,Udinese,10.0,5.0,0,0,449.0,512.0,3.0,56.0,18.0,3,0
2,Udinese,2022-08-26,Giornata n. 3,Ospiti,V,2.0,Monza,14.0,4.0,0,0,332.0,407.0,5.0,44.0,13.0,2,0
2,Lazio,2022-08-26,Giornata n. 3,Casa,V,3.0,Inter,11.0,7.0,0,0,450.0,517.0,2.0,47.0,5.0,2,0
2,Torino,2022-08-27,Giornata n. 3,Ospiti,V,2.0,Cremonese,14.0,5.0,0,0,268.0,376.0,3.0,46.0,23.0,3,0
2,Spezia,2022-08-27,Giornata n. 3,Casa,N,2.0,Sassuolo,6.0,1.0,1,1,336.0,447.0,2.0,43.0,21.0,2,1
2,Bologna,2022-08-27,Giornata n. 3,Ospiti,P,0.0,Milan,8.0,0.0,0,0,410.0,492.0,1.0,51.0,9.0,1,0
2,Sassuolo,2022-08-27,Giornata n. 3,Ospiti,N,2.0,Spezia,22.0,8.0,0,0,489.0,596.0,6.0,57.0,12.0,1,0
2,Milan,2022-08-27,Giornata n. 3,Casa,V,2.0,Bologna,19.0,7.0,0,0,380.0,467.0,5.0,49.0,13.0,2,0
2,Cremonese,2022-08-27,Giornata n. 3,Casa,P,1.0,Torino,16.0,6.0,0,0,302.0,437.0,3.0,54.0,9.0,0,0
2,Roma,2022-08-27,Giornata n. 3,Ospiti,N,1.0,Juventus,8.0,4.0,0,0,339.0,412.0,5.0,42.0,7.0,2,0
2,Juventus,2022-08-27,Giornata n. 3,Casa,N,1.0,Roma,14.0,3.0,0,0,479.0,570.0,4.0,58.0,17.0,2,0
2,Salernitana,2022-08-28,Giornata n. 3,Casa,V,4.0,Sampdoria,9.0,6.0,0,0,331.0,419.0,6.0,45.0,20.0,2,0
2,Sampdoria,2022-08-28,Giornata n. 3,Ospiti,P,0,Salernitana,17.0,6.0,0,0,430.0,518.0,3.0,55.0,19.0,2,0
2,Napoli,2022-08-28,Giornata n. 3,Ospiti,N,0.0,Fiorentina,14.0,2.0,0,0,451.0,530.0,3.0,52.0,15.0,3,0
2,Lecce,2022-08-28,Giornata n. 3,Casa,N,1.0,Empoli,14.0,4.0,0,0,264.0,379.0,3.0,42.0,10.0,1,0
2,Empoli,2022-08-28,Giornata n. 3,Ospiti,N,1.0,Lecce,9.0,3.0,0,0,416.0,526.0,5.0,58.0,7.0,2,0
2,Atalanta,2022-08-28,Giornata n. 3,Ospiti,V,1.0,Hellas Verona,16.0,7.0,0,0,302.0,418.0,6.0,50.0,8.0,3,0
2,Fiorentina,2022-08-28,Giornata n. 3,Casa,N,0.0,Napoli,10.0,5.0,0,0,413.0,493.0,2.0,48.0,12.0,2,0
2,Hellas Verona,2022-08-28,Giornata n. 3,Casa,P,0.0,Atalanta,14.0,2.0,0,0,294.0,414.0,7.0,50.0,15.0,3,0
3,Sassuolo,2022-08-30,Giornata n. 4,Casa,N,0.0,Milan,7.0,2.0,0,1,210.0,298.0,3.0,37.0,17.0,5,0
3,Roma,2022-08-30,Giornata n. 4,Casa,V,3.0,Monza,15.0,8.0,0,0,356.0,421.0,5.0,40.0,12.0,0,0
3,Monza,2022-08-30,Giornata n. 4,Ospiti,P,0.0,Roma,13.0,1.0,0,0,570.0,633.0,4.0,60.0,8.0,3,0
3,Cremonese,2022-08-30,Giornata n. 4,Ospiti,P,1.0,Inter,11.0,3.0,0,0,355.0,447.0,6.0,46.0,16.0,3,0
3,Milan,2022-08-30,Giornata n. 4,Ospiti,N,0.0,Sassuolo,11.0,2.0,0,0,399.0,505.0,8.0,63.0,14.0,2,0
3,Inter,2022-08-30,Giornata n. 4,Casa,V,3.0,Cremonese,18.0,7.0,0,0,442.0,521.0,6.0,54.0,6.0,0,0
3,Hellas Verona,2022-08-31,Giornata n. 4,Ospiti,N,1.0,Empoli,9.0,3.0,0,0,271.0,379.0,10.0,48.0,25.0,4,0
3,Sampdoria,2022-08-31,Giornata n. 4,Casa,N,1,Lazio,11.0,3.0,0,0,443.0,516.0,5.0,44.0,14.0,0,0
3,Fiorentina,2022-08-31,Giornata n. 4,Ospiti,P,0.0,Udinese,11.0,2.0,0,0,631.0,721.0,8.0,73.0,11.0,2,0
3,Lazio,2022-08-31,Giornata n. 4,Ospiti,N,1.0,Sampdoria,13.0,6.0,0,0,575.0,660.0,7.0,56.0,10.0,2,0
3,Udinese,2022-08-31,Giornata n. 4,Casa,V,1.0,Fiorentina,8.0,3.0,0,0,185.0,262.0,3.0,27.0,19.0,1,0
3,Lecce,2022-08-31,Giornata n. 4,Ospiti,N,1.0,Napoli,8.0,3.0,0,1,213.0,301.0,4.0,29.0,21.0,4,0
3,Empoli,2022-08-31,Giornata n. 4,Casa,N,1.0,Hellas Verona,16.0,4.0,0,0,284.0,405.0,7.0,52.0,7.0,0,0
3,Napoli,2022-08-31,Giornata n. 4,Casa,N,1.0,Lecce,19.0,7.0,0,0,619.0,720.0,6.0,71.0,8.0,1,0
3,Juventus,2022-08-31,Giornata n. 4,Casa,V,2.0,Spezia,15.0,3.0,0,0,418.0,504.0,7.0,50.0,12.0,0,0
3,Spezia,2022-08-31,Giornata n. 4,Ospiti,P,0.0,Juventus,9.0,0.0,0,0,400.0,499.0,3.0,50.0,12.0,2,0
3,Salernitana,2022-09-01,Giornata n. 4,Ospiti,N,1.0,Bologna,20.0,5.0,0,0,366.0,491.0,8.0,54.0,15.0,2,0
3,Atalanta,2022-09-01,Giornata n. 4,Casa,V,3.0,Torino,11.0,3.0,2,2,279.0,393.0,7.0,41.0,17.0,1,0
3,Torino,2022-09-01,Giornata n. 4,Ospiti,P,1.0,Atalanta,8.0,2.0,0,0,444.0,557.0,2.0,59.0,14.0,3,0
3,Bologna,2022-09-01,Giornata n. 4,Casa,N,1.0,Salernitana,10.0,3.0,1,1,312.0,417.0,1.0,46.0,11.0,2,0
4,Juventus,2022-09-03,Giornata n. 5,Ospiti,N,1.0,Fiorentina,4.0,1.0,0,0,304.0,362.0,2.0,40.0,13.0,3,0
4,Milan,2022-09-03,Giornata n. 5,Casa,V,3.0,Inter,21.0,5.0,0,0,336.0,399.0,2.0,47.0,11.0,5,0
4,Inter,2022-09-03,Giornata n. 5,Ospiti,P,2.0,Milan,16.0,5.0,0,0,355.0,448.0,5.0,53.0,12.0,2,0
4,Fiorentina,2022-09-03,Giornata n. 5,Casa,N,1.0,Juventus,16.0,4.0,0,1,470.0,544.0,10.0,60.0,13.0,1,0
4,Lazio,2022-09-03,Giornata n. 5,Casa,P,1.0,Napoli,8.0,2.0,0,0,349.0,429.0,6.0,40.0,15.0,4,0
4,Napoli,2022-09-03,Giornata n. 5,Ospiti,V,2.0,Lazio,19.0,7.0,0,0,574.0,657.0,8.0,60.0,15.0,0,0
4,Cremonese,2022-09-04,Giornata n. 5,Casa,N,0.0,Sassuolo,10.0,0.0,0,0,329.0,426.0,2.0,45.0,16.0,1,0
4,Sampdoria,2022-09-04,Giornata n. 5,Ospiti,P,1,Hellas Verona,11.0,2.0,0,0,283.0,409.0,2.0,51.0,11.0,2,0
4,Bologna,2022-09-04,Giornata n. 5,Ospiti,N,2.0,Spezia,15.0,5.0,0,0,394.0,501.0,2.0,55.0,7.0,1,0
4,Spezia,2022-09-04,Giornata n. 5,Casa,N,2.0,Bologna,15.0,5.0,0,0,307.0,412.0,7.0,45.0,13.0,4,0
4,Roma,2022-09-04,Giornata n. 5,Ospiti,P,0.0,Udinese,12.0,2.0,0,0,475.0,555.0,7.0,57.0,13.0,2,0
4,Hellas Verona,2022-09-04,Giornata n. 5,Casa,V,2.0,Sampdoria,17.0,9.0,0,0,258.0,396.0,7.0,49.0,17.0,2,0
4,Udinese,2022-09-04,Giornata n. 5,Casa,V,4.0,Roma,11.0,5.0,0,0,336.0,411.0,3.0,43.0,17.0,3,0
4,Sassuolo,2022-09-04,Giornata n. 5,Ospiti,N,0.0,Cremonese,17.0,7.0,0,0,422.0,519.0,3.0,55.0,6.0,1,0
4,Monza,2022-09-05,Giornata n. 5,Casa,P,0.0,Atalanta,10.0,3.0,0,0,485.0,595.0,4.0,59.0,12.0,1,0
4,Salernitana,2022-09-05,Giornata n. 5,Casa,N,2.0,Empoli,15.0,3.0,0,0,378.0,473.0,6.0,52.0,8.0,3,0
4,Lecce,2022-09-05,Giornata n. 5,Ospiti,P,0.0,Torino,9.0,2.0,0,0,266.0,373.0,4.0,42.0,10.0,1,0
4,Empoli,2022-09-05,Giornata n. 5,Ospiti,N,2.0,Salernitana,11.0,5.0,0,0,341.0,439.0,7.0,48.0,11.0,2,0
4,Atalanta,2022-09-05,Giornata n. 5,Ospiti,V,2.0,Monza,13.0,6.0,0,0,328.0,420.0,9.0,41.0,15.0,1,0
4,Torino,2022-09-05,Giornata n. 5,Casa,V,1.0,Lecce,13.0,4.0,0,0,419.0,512.0,4.0,58.0,16.0,2,0
5,Napoli,2022-09-10,Giornata n. 6,Casa,V,1.0,Spezia,28.0,6.0,0,0,502.0,579.0,10.0,63.0,6.0,1,0
5,Milan,2022-09-10,Giornata n. 6,Ospiti,V,2.0,Sampdoria,14.0,3.0,1,1,309.0,379.0,4.0,42.0,11.0,2,1
5,Torino,2022-09-10,Giornata n. 6,Ospiti,P,0.0,Inter,9.0,7.0,0,0,311.0,405.0,5.0,43.0,18.0,2,0
5,Sampdoria,2022-09-10,Giornata n. 6,Casa,P,1,Milan,10.0,4.0,0,0,446.0,524.0,2.0,58.0,14.0,5,0
5,Inter,2022-09-10,Giornata n. 6,Casa,V,1.0,Torino,16.0,3.0,0,0,434.0,540.0,6.0,57.0,15.0,1,0
5,Spezia,2022-09-10,Giornata n. 6,Ospiti,P,0.0,Napoli,10.0,1.0,0,0,254.0,334.0,5.0,37.0,15.0,2,0
5,Udinese,2022-09-11,Giornata n. 6,Ospiti,V,3.0,Sassuolo,17.0,4.0,0,0,517.0,587.0,6.0,67.0,21.0,3,0
5,Juventus,2022-09-11,Giornata n. 6,Casa,N,2.0,Salernitana,22.0,6.0,0,1,534.0,618.0,8.0,60.0,13.0,5,2
5,Hellas Verona,2022-09-11,Giornata n. 6,Ospiti,P,0.0,Lazio,7.0,1.0,0,0,255.0,365.0,5.0,40.0,24.0,5,0
5,Atalanta,2022-09-11,Giornata n. 6,Casa,N,1.0,Cremonese,14.0,7.0,0,0,391.0,510.0,3.0,58.0,10.0,3,0
5,Monza,2022-09-11,Giornata n. 6,Ospiti,N,1.0,Lecce,2.0,1.0,0,0,293.0,385.0,5.0,48.0,24.0,3,0
5,Fiorentina,2022-09-11,Giornata n. 6,Ospiti,P,1.0,Bologna,13.0,2.0,0,0,425.0,522.0,8.0,61.0,14.0,4,1
5,Salernitana,2022-09-11,Giornata n. 6,Ospiti,N,2.0,Juventus,10.0,4.0,1,1,311.0,411.0,2.0,40.0,15.0,4,1
5,Sassuolo,2022-09-11,Giornata n. 6,Casa,P,1.0,Udinese,5.0,2.0,0,0,207.0,294.0,5.0,33.0,7.0,1,1
5,Bologna,2022-09-11,Giornata n. 6,Casa,V,2.0,Fiorentina,12.0,4.0,0,0,250.0,332.0,6.0,39.0,9.0,1,0
5,Lazio,2022-09-11,Giornata n. 6,Casa,V,2.0,Hellas Verona,15.0,6.0,0,0,440.0,551.0,3.0,60.0,5.0,2,0
5,Cremonese,2022-09-11,Giornata n. 6,Ospiti,N,1.0,Atalanta,7.0,4.0,0,0,241.0,370.0,3.0,42.0,19.0,5,0
5,Lecce,2022-09-11,Giornata n. 6,Casa,N,1.0,Monza,7.0,3.0,0,0,325.0,415.0,8.0,52.0,17.0,3,0
5,Empoli,2022-09-12,Giornata n. 6,Casa,P,1.0,Roma,21.0,3.0,0,0,368.0,462.0,7.0,53.0,13.0,3,1
5,Roma,2022-09-12,Giornata n. 6,Ospiti,V,2.0,Empoli,12.0,6.0,0,1,317.0,411.0,7.0,47.0,15.0,1,0
6,Salernitana,2022-09-16,Giornata n. 7,Casa,P,1.0,Lecce,8.0,4.0,0,0,457.0,548.0,4.0,57.0,10.0,1,0
6,Lecce,2022-09-16,Giornata n. 7,Ospiti,V,2.0,Salernitana,13.0,4.0,0,0,321.0,408.0,5.0,43.0,11.0,3,0
6,Bologna,2022-09-17,Giornata n. 7,Casa,P,0.0,Empoli,17.0,3.0,0,0,366.0,470.0,5.0,61.0,10.0,2,0
6,Sassuolo,2022-09-17,Giornata n. 7,Ospiti,V,1.0,Torino,10.0,5.0,0,0,328.0,429.0,3.0,43.0,7.0,1,0
6,Spezia,2022-09-17,Giornata n. 7,Casa,V,2.0,Sampdoria,6.0,3.0,0,0,319.0,436.0,3.0,52.0,17.0,4,0
6,Torino,2022-09-17,Giornata n. 7,Casa,P,0.0,Sassuolo,12.0,3.0,0,0,476.0,563.0,4.0,57.0,15.0,4,0
6,Sampdoria,2022-09-17,Giornata n. 7,Ospiti,P,1,Spezia,11.0,8.0,0,0,284.0,399.0,6.0,48.0,16.0,5,0
6,Empoli,2022-09-17,Giornata n. 7,Ospiti,V,1.0,Bologna,12.0,5.0,0,0,200.0,295.0,8.0,39.0,17.0,3,0
6,Atalanta,2022-09-18,Giornata n. 7,Ospiti,V,1.0,Roma,4.0,1.0,0,0,318.0,424.0,1.0,44.0,19.0,7,0
6,Roma,2022-09-18,Giornata n. 7,Casa,P,0.0,Atalanta,21.0,5.0,0,0,445.0,540.0,5.0,56.0,9.0,0,0
6,Hellas Verona,2022-09-18,Giornata n. 7,Ospiti,P,0.0,Fiorentina,8.0,1.0,0,0,294.0,425.0,3.0,56.0,18.0,4,0
6,Udinese,2022-09-18,Giornata n. 7,Casa,V,3.0,Inter,21.0,6.0,0,0,282.0,375.0,7.0,44.0,12.0,3,0
6,Fiorentina,2022-09-18,Giornata n. 7,Casa,V,2.0,Hellas Verona,13.0,8.0,0,1,221.0,338.0,7.0,44.0,19.0,4,0
6,Cremonese,2022-09-18,Giornata n. 7,Casa,P,0.0,Lazio,19.0,4.0,0,0,338.0,431.0,8.0,45.0,16.0,1,0
6,Milan,2022-09-18,Giornata n. 7,Casa,P,1.0,Napoli,22.0,5.0,0,0,395.0,490.0,9.0,53.0,19.0,4,0
6,Lazio,2022-09-18,Giornata n. 7,Ospiti,V,4.0,Cremonese,13.0,5.0,1,1,431.0,530.0,5.0,55.0,12.0,1,0
6,Monza,2022-09-18,Giornata n. 7,Casa,V,1.0,Juventus,17.0,4.0,0,0,512.0,604.0,5.0,61.0,19.0,2,0
6,Juventus,2022-09-18,Giornata n. 7,Ospiti,P,0.0,Monza,10.0,2.0,0,0,297.0,384.0,3.0,39.0,17.0,1,1
6,Napoli,2022-09-18,Giornata n. 7,Ospiti,V,2.0,Milan,8.0,3.0,1,1,361.0,438.0,4.0,47.0,17.0,3,0
6,Inter,2022-09-18,Giornata n. 7,Ospiti,P,1.0,Udinese,15.0,3.0,0,0,369.0,481.0,4.0,56.0,15.0,4,0
7,Inter,2022-10-01,Giornata n. 8,Casa,P,1.0,Roma,15.0,2.0,0,0,500.0,591.0,5.0,58.0,15.0,4,0
7,Napoli,2022-10-01,Giornata n. 8,Casa,V,3.0,Torino,15.0,7.0,0,0,405.0,493.0,4.0,50.0,5.0,0,0
7,Torino,2022-10-01,Giornata n. 8,Ospiti,P,1.0,Napoli,16.0,3.0,0,0,400.0,499.0,4.0,50.0,16.0,2,0
7,Empoli,2022-10-01,Giornata n. 8,Casa,P,1.0,Milan,16.0,4.0,0,0,224.0,317.0,3.0,43.0,16.0,3,0
7,Roma,2022-10-01,Giornata n. 8,Ospiti,V,2.0,Inter,10.0,3.0,0,0,359.0,435.0,1.0,42.0,15.0,3,0
7,Milan,2022-10-01,Giornata n. 8,Ospiti,V,3.0,Empoli,19.0,6.0,0,0,329.0,426.0,7.0,57.0,11.0,2,0
7,Lazio,2022-10-02,Giornata n. 8,Casa,V,4.0,Spezia,12.0,6.0,0,1,549.0,623.0,3.0,60.0,5.0,0,0
7,Salernitana,2022-10-02,Giornata n. 8,Ospiti,P,0.0,Sassuolo,6.0,1.0,0,0,480.0,581.0,2.0,56.0,10.0,1,0
7,Juventus,2022-10-02,Giornata n. 8,Casa,V,3.0,Bologna,17.0,7.0,0,0,409.0,494.0,2.0,48.0,11.0,0,0
7,Fiorentina,2022-10-02,Giornata n. 8,Ospiti,P,0.0,Atalanta,16.0,5.0,0,0,501.0,599.0,5.0,61.0,11.0,2,0
7,Cremonese,2022-10-02,Giornata n. 8,Ospiti,N,1.0,Lecce,13.0,3.0,1,1,255.0,380.0,8.0,46.0,15.0,1,0
7,Bologna,2022-10-02,Giornata n. 8,Ospiti,P,0.0,Juventus,10.0,1.0,0,0,450.0,536.0,4.0,52.0,17.0,1,0
7,Atalanta,2022-10-02,Giornata n. 8,Casa,V,1.0,Fiorentina,11.0,5.0,0,0,280.0,375.0,1.0,39.0,15.0,2,0
7,Monza,2022-10-02,Giornata n. 8,Ospiti,V,3.0,Sampdoria,14.0,7.0,0,0,341.0,436.0,4.0,50.0,24.0,2,0
7,Sassuolo,2022-10-02,Giornata n. 8,Casa,V,5.0,Salernitana,16.0,10.0,1,1,387.0,457.0,1.0,44.0,10.0,1,0
7,Lecce,2022-10-02,Giornata n. 8,Casa,N,1.0,Cremonese,5.0,0.0,1,1,335.0,441.0,1.0,54.0,11.0,3,0
7,Sampdoria,2022-10-02,Giornata n. 8,Casa,P,0,Monza,4.0,1.0,0,0,331.0,441.0,2.0,50.0,19.0,2,0
7,Spezia,2022-10-02,Giornata n. 8,Ospiti,P,0.0,Lazio,14.0,1.0,0,0,315.0,404.0,6.0,40.0,16.0,2,0
7,Udinese,2022-10-03,Giornata n. 8,Ospiti,V,2.0,Hellas Verona,21.0,8.0,0,0,496.0,581.0,9.0,68.0,13.0,3,0
7,Hellas Verona,2022-10-03,Giornata n. 8,Casa,P,1.0,Udinese,7.0,2.0,0,0,176.0,273.0,4.0,32.0,19.0,3,0
8,Inter,2022-10-08,Giornata n. 9,Ospiti,V,2.0,Sassuolo,16.0,4.0,0,0,417.0,482.0,5.0,47.0,20.0,2,0
8,Juventus,2022-10-08,Giornata n. 9,Ospiti,P,0.0,Milan,10.0,3.0,0,0,491.0,589.0,3.0,60.0,12.0,3,0
8,Sassuolo,2022-10-08,Giornata n. 9,Casa,P,1.0,Inter,15.0,3.0,0,0,456.0,534.0,6.0,53.0,14.0,3,0
8,Sampdoria,2022-10-08,Giornata n. 9,Ospiti,N,1,Bologna,9.0,3.0,0,0,294.0,415.0,5.0,48.0,22.0,3,0
8,Milan,2022-10-08,Giornata n. 9,Casa,V,2.0,Juventus,20.0,3.0,0,0,288.0,399.0,9.0,40.0,12.0,2,0
8,Bologna,2022-10-08,Giornata n. 9,Casa,N,1.0,Sampdoria,10.0,3.0,0,0,329.0,448.0,2.0,52.0,20.0,2,0
8,Cremonese,2022-10-09,Giornata n. 9,Casa,P,1.0,Napoli,12.0,1.0,0,0,198.0,282.0,5.0,30.0,19.0,2,0
8,Hellas Verona,2022-10-09,Giornata n. 9,Ospiti,P,1.0,Salernitana,12.0,2.0,0,0,404.0,511.0,6.0,59.0,16.0,3,1
8,Roma,2022-10-09,Giornata n. 9,Casa,V,2.0,Lecce,18.0,5.0,1,1,516.0,601.0,13.0,67.0,12.0,2,0
8,Spezia,2022-10-09,Giornata n. 9,Ospiti,P,0.0,Monza,9.0,1.0,0,0,389.0,486.0,6.0,52.0,21.0,2,0
8,Monza,2022-10-09,Giornata n. 9,Casa,V,2.0,Spezia,7.0,4.0,0,0,347.0,451.0,3.0,48.0,15.0,3,0
8,Salernitana,2022-10-09,Giornata n. 9,Casa,V,2.0,Hellas Verona,14.0,4.0,0,0,250.0,354.0,1.0,41.0,10.0,2,1
8,Atalanta,2022-10-09,Giornata n. 9,Ospiti,N,2.0,Udinese,8.0,3.0,1,1,298.0,387.0,3.0,41.0,14.0,3,0
8,Empoli,2022-10-09,Giornata n. 9,Ospiti,N,1.0,Torino,6.0,2.0,0,0,212.0,291.0,1.0,34.0,10.0,4,0
8,Udinese,2022-10-09,Giornata n. 9,Casa,N,2.0,Atalanta,10.0,2.0,0,0,465.0,549.0,5.0,59.0,11.0,2,0
8,Lecce,2022-10-09,Giornata n. 9,Ospiti,P,1.0,Roma,7.0,3.0,0,0,218.0,299.0,4.0,33.0,11.0,1,1
8,Torino,2022-10-09,Giornata n. 9,Casa,N,1.0,Empoli,21.0,6.0,0,0,495.0,575.0,6.0,66.0,15.0,2,0
8,Napoli,2022-10-09,Giornata n. 9,Ospiti,V,4.0,Cremonese,20.0,9.0,1,1,577.0,658.0,2.0,70.0,7.0,0,0
8,Lazio,2022-10-10,Giornata n. 9,Ospiti,V,4.0,Fiorentina,10.0,6.0,0,0,274.0,360.0,2.0,39.0,12.0,1,0
8,Fiorentina,2022-10-10,Giornata n. 9,Casa,P,0.0,Lazio,26.0,3.0,0,0,477.0,569.0,9.0,61.0,18.0,4,0
9,Juventus,2022-10-15,Giornata n. 10,Ospiti,V,1.0,Torino,14.0,8.0,0,0,371.0,468.0,6.0,47.0,11.0,0,0
9,Sassuolo,2022-10-15,Giornata n. 10,Ospiti,P,1.0,Atalanta,12.0,3.0,0,0,467.0,575.0,3.0,52.0,8.0,4,0
